description,type,name,region_s,year,price
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2017,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2017,9.0949993
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2017,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2017,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2017,9.1899996
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2017,8.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2017,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2017,9.0949993
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2017,8.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2017,4.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2017,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2017,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2017,3.8499999
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2017,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2017,3.45
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2017,3.55
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2017,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,North,2017,3.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2017,3.45
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2017,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2017,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2018,3.49
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2018,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2018,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2018,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2018,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2018,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2018,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2018,2.49
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2018,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2018,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2018,2.99
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2018,3.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2018,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2018,19.790001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2018,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2018,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2018,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2018,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2018,16.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2018,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2018,17.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2018,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2018,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2018,16.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2018,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2018,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2018,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2018,9.6899996
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2018,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2018,9.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2018,8.3449993
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2018,9.8400002
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2018,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2018,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2018,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2018,8.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2018,4.1999998
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2018,4.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2018,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2018,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2018,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2018,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2018,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2018,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,North,2018,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2018,3.5749998
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2018,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2018,3.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2019,3.49
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2019,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2019,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2019,3.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2019,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2019,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2019,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2019,2.3900001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2019,2.8499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2019,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2019,2.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2019,3.7
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2019,19.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2019,19.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2019,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2019,13.05
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2019,18.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2019,14.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2019,19.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2019,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2019,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2019,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2019,24.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2019,16.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2019,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2019,10.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2019,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2019,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2019,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2019,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2019,9.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2019,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2019,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2019,10.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2019,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2019,9.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2019,4.1999998
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2019,4.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2019,4.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2019,3.9650002
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2019,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2019,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2019,3.49
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2019,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,North,2019,3.55
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2019,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2019,3.55
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2019,3.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2020,4.3000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2020,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2020,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2020,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2020,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2020,3.0749998
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2020,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2020,2.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2020,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2020,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2020,2.7950001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2020,4.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2020,19.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2020,16.75
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2020,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2020,13.05
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2020,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2020,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2020,19.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2020,15.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2020,18.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2020,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2020,24.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2020,26.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2020,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2020,10.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2020,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2020,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2020,11.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2020,10.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2020,9.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2020,4.4499998
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2020,4.2249999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2020,4.1999998
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2020,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2020,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2020,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2020,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2020,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,North,2020,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2020,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2020,3.6750002
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2020,4.0
