Unnamed: 0,Energy Source,Region,Year,Energy Consumption
405,Coal Consumption - TWh (zero filled),Asia,1971,3697.762939
406,Coal Consumption - TWh (zero filled),Asia,1972,3842.574707
407,Coal Consumption - TWh (zero filled),Asia,1973,3932.507568
408,Coal Consumption - TWh (zero filled),Asia,1974,4027.637695
409,Coal Consumption - TWh (zero filled),Asia,1975,4352.356445
410,Coal Consumption - TWh (zero filled),Asia,1976,4453.995605
411,Coal Consumption - TWh (zero filled),Asia,1977,4754.668457
412,Coal Consumption - TWh (zero filled),Asia,1978,4987.234863
413,Coal Consumption - TWh (zero filled),Asia,1979,5233.939453
414,Coal Consumption - TWh (zero filled),Asia,1980,5541.419434
415,Coal Consumption - TWh (zero filled),Asia,1981,5723.564453
416,Coal Consumption - TWh (zero filled),Asia,1982,5951.464355
417,Coal Consumption - TWh (zero filled),Asia,1983,6326.967285
418,Coal Consumption - TWh (zero filled),Asia,1984,6892.806641
419,Coal Consumption - TWh (zero filled),Asia,1985,7993.004883
420,Coal Consumption - TWh (zero filled),Asia,1986,8322.275391
421,Coal Consumption - TWh (zero filled),Asia,1987,8908.043945
422,Coal Consumption - TWh (zero filled),Asia,1988,9504.191406
423,Coal Consumption - TWh (zero filled),Asia,1989,9890.94043
424,Coal Consumption - TWh (zero filled),Asia,1990,10067.66211
425,Coal Consumption - TWh (zero filled),Asia,1991,10460.02246
426,Coal Consumption - TWh (zero filled),Asia,1992,10791.16309
427,Coal Consumption - TWh (zero filled),Asia,1993,11286.32422
428,Coal Consumption - TWh (zero filled),Asia,1994,11824.19727
429,Coal Consumption - TWh (zero filled),Asia,1995,12006.16309
430,Coal Consumption - TWh (zero filled),Asia,1996,12509.93457
431,Coal Consumption - TWh (zero filled),Asia,1997,12527.63184
432,Coal Consumption - TWh (zero filled),Asia,1998,12504.70313
433,Coal Consumption - TWh (zero filled),Asia,1999,12813.23047
434,Coal Consumption - TWh (zero filled),Asia,2000,13317.10352
435,Coal Consumption - TWh (zero filled),Asia,2001,13945.7832
436,Coal Consumption - TWh (zero filled),Asia,2002,15021.72559
437,Coal Consumption - TWh (zero filled),Asia,2003,17196.30859
438,Coal Consumption - TWh (zero filled),Asia,2004,19349.20898
439,Coal Consumption - TWh (zero filled),Asia,2005,21995.96289
440,Coal Consumption - TWh (zero filled),Asia,2006,23728.76563
441,Coal Consumption - TWh (zero filled),Asia,2007,25784.41602
442,Coal Consumption - TWh (zero filled),Asia,2008,26500.44336
443,Coal Consumption - TWh (zero filled),Asia,2009,27379.11523
444,Coal Consumption - TWh (zero filled),Asia,2010,28691.0293
445,Coal Consumption - TWh (zero filled),Asia,2011,30863.79492
446,Coal Consumption - TWh (zero filled),Asia,2012,31625.37891
447,Coal Consumption - TWh (zero filled),Asia,2013,32274.05273
448,Coal Consumption - TWh (zero filled),Asia,2014,32904.27344
449,Coal Consumption - TWh (zero filled),Asia,2015,32640.43164
450,Coal Consumption - TWh (zero filled),Asia,2016,32643.13672
451,Coal Consumption - TWh (zero filled),Asia,2017,33240.15234
452,Coal Consumption - TWh (zero filled),Asia,2018,34077.93359
453,Coal Consumption - TWh (zero filled),Asia,2019,34519.42578
454,Coal Consumption - TWh (zero filled),Asia,2020,34101.30469
455,Coal Consumption - TWh (zero filled),Asia,2021,36037.97266
456,Coal Consumption - TWh (zero filled),Europe,1965,9511.277344
457,Coal Consumption - TWh (zero filled),Europe,1966,9385.44043
458,Coal Consumption - TWh (zero filled),Europe,1967,9256.839844
459,Coal Consumption - TWh (zero filled),Europe,1968,9308.797852
460,Coal Consumption - TWh (zero filled),Europe,1969,9432.775391
461,Coal Consumption - TWh (zero filled),Europe,1970,9301.574219
462,Coal Consumption - TWh (zero filled),Europe,1971,9128.503906
463,Coal Consumption - TWh (zero filled),Europe,1972,9041.875977
464,Coal Consumption - TWh (zero filled),Europe,1973,9165.501953
465,Coal Consumption - TWh (zero filled),Europe,1974,9130.070313
466,Coal Consumption - TWh (zero filled),Europe,1975,9112.682617
467,Coal Consumption - TWh (zero filled),Europe,1976,9350.599609
468,Coal Consumption - TWh (zero filled),Europe,1977,9406.339844
469,Coal Consumption - TWh (zero filled),Europe,1978,9481.176758
470,Coal Consumption - TWh (zero filled),Europe,1979,9749.822266
471,Coal Consumption - TWh (zero filled),Europe,1980,9730.222656
472,Coal Consumption - TWh (zero filled),Europe,1981,9603.928711
473,Coal Consumption - TWh (zero filled),Europe,1982,9685.923828
474,Coal Consumption - TWh (zero filled),Europe,1983,9767.6875
475,Coal Consumption - TWh (zero filled),Europe,1984,9707.405273
476,Coal Consumption - TWh (zero filled),Europe,1985,9429.620117
477,Coal Consumption - TWh (zero filled),Europe,1986,9419.21582
478,Coal Consumption - TWh (zero filled),Europe,1987,9503.837891
479,Coal Consumption - TWh (zero filled),Europe,1988,9326.826172
480,Coal Consumption - TWh (zero filled),Europe,1989,9140.236328
481,Coal Consumption - TWh (zero filled),Europe,1990,8624.070313
482,Coal Consumption - TWh (zero filled),Europe,1991,8048.179199
483,Coal Consumption - TWh (zero filled),Europe,1992,7558.158691
484,Coal Consumption - TWh (zero filled),Europe,1993,7005.543457
485,Coal Consumption - TWh (zero filled),Europe,1994,6476.772461
486,Coal Consumption - TWh (zero filled),Europe,1995,6357.188965
487,Coal Consumption - TWh (zero filled),Europe,1996,6163.899902
488,Coal Consumption - TWh (zero filled),Europe,1997,5895.841309
489,Coal Consumption - TWh (zero filled),Europe,1998,5670.360352
490,Coal Consumption - TWh (zero filled),Europe,1999,5434.796875
491,Coal Consumption - TWh (zero filled),Europe,2000,5580.73584
492,Coal Consumption - TWh (zero filled),Europe,2001,5552.182129
493,Coal Consumption - TWh (zero filled),Europe,2002,5544.816406
494,Coal Consumption - TWh (zero filled),Europe,2003,5715.427246
495,Coal Consumption - TWh (zero filled),Europe,2004,5570.407715
496,Coal Consumption - TWh (zero filled),Europe,2005,5399.341797
497,Coal Consumption - TWh (zero filled),Europe,2006,5594.431152
498,Coal Consumption - TWh (zero filled),Europe,2007,5584.816406
499,Coal Consumption - TWh (zero filled),Europe,2008,5385.916016
500,Coal Consumption - TWh (zero filled),Europe,2009,4794.521484
501,Coal Consumption - TWh (zero filled),Europe,2010,4956.086426
502,Coal Consumption - TWh (zero filled),Europe,2011,5147.805664
503,Coal Consumption - TWh (zero filled),Europe,2012,5267.59668
504,Coal Consumption - TWh (zero filled),Europe,2013,5085.505371
505,Coal Consumption - TWh (zero filled),Europe,2014,4729.880859
506,Coal Consumption - TWh (zero filled),Europe,2015,4620.250488
507,Coal Consumption - TWh (zero filled),Europe,2016,4403.330566
508,Coal Consumption - TWh (zero filled),Europe,2017,4148.79834
509,Coal Consumption - TWh (zero filled),Europe,2018,4134.544922
510,Coal Consumption - TWh (zero filled),Europe,2019,3578.727783
511,Coal Consumption - TWh (zero filled),Europe,2020,3085.281494
512,Coal Consumption - TWh (zero filled),Europe,2021,3253.385742
513,Coal Consumption - TWh (zero filled),North America,1965,3412.83374
514,Coal Consumption - TWh (zero filled),North America,1966,3566.435059
515,Coal Consumption - TWh (zero filled),North America,1967,3502.899658
516,Coal Consumption - TWh (zero filled),North America,1968,3634.59375
517,Coal Consumption - TWh (zero filled),North America,1969,3642.346191
518,Coal Consumption - TWh (zero filled),North America,1970,3624.509766
519,Coal Consumption - TWh (zero filled),North America,1971,3432.419678
520,Coal Consumption - TWh (zero filled),North America,1972,3556.749023
521,Coal Consumption - TWh (zero filled),North America,1973,3812.286377
522,Coal Consumption - TWh (zero filled),North America,1974,3731.255859
523,Coal Consumption - TWh (zero filled),North America,1975,3729.357666
524,Coal Consumption - TWh (zero filled),North America,1976,4013.345215
525,Coal Consumption - TWh (zero filled),North America,1977,4174.834473
526,Coal Consumption - TWh (zero filled),North America,1978,4084.031494
527,Coal Consumption - TWh (zero filled),North America,1979,4426.28125
528,Coal Consumption - TWh (zero filled),North America,1980,4579.549316
529,Coal Consumption - TWh (zero filled),North America,1981,4716.77832
530,Coal Consumption - TWh (zero filled),North America,1982,4573.801758
531,Coal Consumption - TWh (zero filled),North America,1983,4751.335449
532,Coal Consumption - TWh (zero filled),North America,1984,5111.611328
533,Coal Consumption - TWh (zero filled),North America,1985,5217.144531
534,Coal Consumption - TWh (zero filled),North America,1986,5136.490723
535,Coal Consumption - TWh (zero filled),North America,1987,5366.754395
536,Coal Consumption - TWh (zero filled),North America,1988,5620.67334
537,Coal Consumption - TWh (zero filled),North America,1989,5685.647949
538,Coal Consumption - TWh (zero filled),North America,1990,5696.626465
539,Coal Consumption - TWh (zero filled),North America,1991,5635.021973
540,Coal Consumption - TWh (zero filled),North America,1992,5677.257324
541,Coal Consumption - TWh (zero filled),North America,1993,5845.817871
542,Coal Consumption - TWh (zero filled),North America,1994,5891.263672
543,Coal Consumption - TWh (zero filled),North America,1995,5960.484863
544,Coal Consumption - TWh (zero filled),North America,1996,6229.240234
545,Coal Consumption - TWh (zero filled),North America,1997,6367.078613
546,Coal Consumption - TWh (zero filled),North America,1998,6449.967773
547,Coal Consumption - TWh (zero filled),North America,1999,6428.910156
548,Coal Consumption - TWh (zero filled),North America,2000,6721.992188
549,Coal Consumption - TWh (zero filled),North America,2001,6558.929688
550,Coal Consumption - TWh (zero filled),North America,2002,6622.439941
551,Coal Consumption - TWh (zero filled),North America,2003,6704.677246
552,Coal Consumption - TWh (zero filled),North America,2004,6730.000488
553,Coal Consumption - TWh (zero filled),North America,2005,6845.555176
554,Coal Consumption - TWh (zero filled),North America,2006,6751.022461
555,Coal Consumption - TWh (zero filled),North America,2007,6841.358398
556,Coal Consumption - TWh (zero filled),North America,2008,6707.563965
557,Coal Consumption - TWh (zero filled),North America,2009,5903.345215
558,Coal Consumption - TWh (zero filled),North America,2010,6254.896973
559,Coal Consumption - TWh (zero filled),North America,2011,5924.992676
560,Coal Consumption - TWh (zero filled),North America,2012,5252.812012
561,Coal Consumption - TWh (zero filled),North America,2013,5431.86084
562,Coal Consumption - TWh (zero filled),North America,2014,5410.141602
563,Coal Consumption - TWh (zero filled),North America,2015,4727.963379
564,Coal Consumption - TWh (zero filled),North America,2016,4340.859375
565,Coal Consumption - TWh (zero filled),North America,2017,4271.401855
566,Coal Consumption - TWh (zero filled),North America,2018,4050.202148
567,Coal Consumption - TWh (zero filled),North America,2019,3501.05249
568,Coal Consumption - TWh (zero filled),North America,2020,2809.567383
569,Coal Consumption - TWh (zero filled),North America,2021,3175.751465
570,Coal Consumption - TWh (zero filled),Oceania,1965,221.1591187
571,Coal Consumption - TWh (zero filled),Oceania,1966,227.9968872
572,Coal Consumption - TWh (zero filled),Oceania,1967,232.2414246
573,Coal Consumption - TWh (zero filled),Oceania,1968,237.6856995
574,Coal Consumption - TWh (zero filled),Oceania,1969,245.6760712
575,Coal Consumption - TWh (zero filled),Oceania,1970,248.1043701
576,Coal Consumption - TWh (zero filled),Oceania,1971,247.1651001
577,Coal Consumption - TWh (zero filled),Oceania,1972,257.8867493
578,Coal Consumption - TWh (zero filled),Oceania,1973,269.9310303
579,Coal Consumption - TWh (zero filled),Oceania,1974,281.5140076
580,Coal Consumption - TWh (zero filled),Oceania,1975,288.9582825
581,Coal Consumption - TWh (zero filled),Oceania,1976,298.7083435
582,Coal Consumption - TWh (zero filled),Oceania,1977,310.2917175
583,Coal Consumption - TWh (zero filled),Oceania,1978,316.722229
584,Coal Consumption - TWh (zero filled),Oceania,1979,328.7916565
585,Coal Consumption - TWh (zero filled),Oceania,1980,338.3921204
586,Coal Consumption - TWh (zero filled),Oceania,1981,346.7168274
587,Coal Consumption - TWh (zero filled),Oceania,1982,349.9910889
588,Coal Consumption - TWh (zero filled),Oceania,1983,351.3042908
589,Coal Consumption - TWh (zero filled),Oceania,1984,369.6199341
590,Coal Consumption - TWh (zero filled),Oceania,1985,380.8049316
591,Coal Consumption - TWh (zero filled),Oceania,1986,392.0429688
592,Coal Consumption - TWh (zero filled),Oceania,1987,405.5109863
593,Coal Consumption - TWh (zero filled),Oceania,1988,426.9298401
594,Coal Consumption - TWh (zero filled),Oceania,1989,448.2926331
595,Coal Consumption - TWh (zero filled),Oceania,1990,458.2755127
596,Coal Consumption - TWh (zero filled),Oceania,1991,466.5444336
597,Coal Consumption - TWh (zero filled),Oceania,1992,470.5821228
598,Coal Consumption - TWh (zero filled),Oceania,1993,473.295166
599,Coal Consumption - TWh (zero filled),Oceania,1994,481.8815918
600,Coal Consumption - TWh (zero filled),Oceania,1995,497.822052
601,Coal Consumption - TWh (zero filled),Oceania,1996,517.4160767
602,Coal Consumption - TWh (zero filled),Oceania,1997,543.9866333
603,Coal Consumption - TWh (zero filled),Oceania,1998,566.3304443
604,Coal Consumption - TWh (zero filled),Oceania,1999,601.0143433
605,Coal Consumption - TWh (zero filled),Oceania,2000,604.5218506
606,Coal Consumption - TWh (zero filled),Oceania,2001,601.6179199
607,Coal Consumption - TWh (zero filled),Oceania,2002,614.7907104
608,Coal Consumption - TWh (zero filled),Oceania,2003,638.9957275
609,Coal Consumption - TWh (zero filled),Oceania,2004,665.6598511
610,Coal Consumption - TWh (zero filled),Oceania,2005,664.6497803
611,Coal Consumption - TWh (zero filled),Oceania,2006,681.5203857
612,Coal Consumption - TWh (zero filled),Oceania,2007,669.5234985
613,Coal Consumption - TWh (zero filled),Oceania,2008,701.7637939
614,Coal Consumption - TWh (zero filled),Oceania,2009,673.6802368
615,Coal Consumption - TWh (zero filled),Oceania,2010,623.4663086
616,Coal Consumption - TWh (zero filled),Oceania,2011,608.3318481
617,Coal Consumption - TWh (zero filled),Oceania,2012,574.7403564
618,Coal Consumption - TWh (zero filled),Oceania,2013,544.1193848
619,Coal Consumption - TWh (zero filled),Oceania,2014,538.3983154
620,Coal Consumption - TWh (zero filled),Oceania,2015,557.0846558
621,Coal Consumption - TWh (zero filled),Oceania,2016,553.8584595
622,Coal Consumption - TWh (zero filled),Oceania,2017,536.0623169
623,Coal Consumption - TWh (zero filled),Oceania,2018,524.5550537
624,Coal Consumption - TWh (zero filled),Oceania,2019,504.2293701
625,Coal Consumption - TWh (zero filled),Oceania,2020,485.6014404
626,Coal Consumption - TWh (zero filled),Oceania,2021,472.9998474
627,Coal Consumption - TWh (zero filled),South America,1965,66.62467957
628,Coal Consumption - TWh (zero filled),South America,1966,67.29802704
629,Coal Consumption - TWh (zero filled),South America,1967,71.30020905
630,Coal Consumption - TWh (zero filled),South America,1968,68.36894226
631,Coal Consumption - TWh (zero filled),South America,1969,74.43403625
632,Coal Consumption - TWh (zero filled),South America,1970,82.69844818
633,Coal Consumption - TWh (zero filled),South America,1971,76.89489746
634,Coal Consumption - TWh (zero filled),South America,1972,75.25930023
635,Coal Consumption - TWh (zero filled),South America,1973,78.59629822
636,Coal Consumption - TWh (zero filled),South America,1974,85.878479
637,Coal Consumption - TWh (zero filled),South America,1975,90.08919525
638,Coal Consumption - TWh (zero filled),South America,1976,90.75426483
639,Coal Consumption - TWh (zero filled),South America,1977,103.4525223
640,Coal Consumption - TWh (zero filled),South America,1978,110.9081116
641,Coal Consumption - TWh (zero filled),South America,1979,117.4326096
642,Coal Consumption - TWh (zero filled),South America,1980,124.2895966
643,Coal Consumption - TWh (zero filled),South America,1981,122.7179489
644,Coal Consumption - TWh (zero filled),South America,1982,123.0538559
645,Coal Consumption - TWh (zero filled),South America,1983,135.7727966
646,Coal Consumption - TWh (zero filled),South America,1984,156.7292633
647,Coal Consumption - TWh (zero filled),South America,1985,179.8253784
648,Coal Consumption - TWh (zero filled),South America,1986,182.3799896
649,Coal Consumption - TWh (zero filled),South America,1987,199.6647034
650,Coal Consumption - TWh (zero filled),South America,1988,198.1974945
651,Coal Consumption - TWh (zero filled),South America,1989,214.5418549
652,Coal Consumption - TWh (zero filled),South America,1990,179.8761292
653,Coal Consumption - TWh (zero filled),South America,1991,190.3288269
