page type,referrer channel,purchase count
hero-page,internal,0
home,internal,0
product,internal,1
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
blog,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
home,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
home,internal,0
order confirmation,internal,0
cart,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,1
blog,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,1
home,typed_bookmarked,0
home,internal,0
product section,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,internal,0
product section,internal,1
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,1
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
hero-page,internal,0
product section,internal,0
home,internal,1
blog,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
signin,internal,0
sign up,internal,0
signin,internal,1
profile,internal,0
community,internal,0
hero-page,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,1
blog,internal,0
blog,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
hero-page,internal,0
product,internal,1
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
blog,internal,0
blog,internal,0
blog,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
home,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
home,typed_bookmarked,1
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,1
hero-page,internal,0
hero-page,internal,0
blog,internal,0
trending,internal,0
hero-page,internal,0
product section,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
home,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
community,internal,0
signin,internal,0
sign up,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
product,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,0
community,internal,1
home,internal,0
hero-page,internal,0
signin,internal,0
blog,external,0
home,internal,0
blog,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
signin,internal,1
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
hero-page,internal,1
blog,internal,0
blog,internal,0
hero-page,internal,0
home,internal,0
home,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,1
hero-page,internal,0
community,internal,0
blog,internal,0
hero-page,internal,0
home,internal,1
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
order confirmation,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,1
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
blog,internal,0
product,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product section,internal,0
hero-page,internal,1
blog,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
signin,internal,0
signin,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,1
hero-page,internal,0
product,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,0
product,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,typed_bookmarked,0
blog,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
product,internal,0
community,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,1
product,internal,0
product,typed_bookmarked,0
blog,internal,0
blog,internal,1
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,typed_bookmarked,0
product,internal,0
cart,internal,1
cart,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,1
product section,internal,0
product,internal,0
product section,internal,0
product,internal,1
signin,internal,0
sign up,internal,1
signin,internal,0
profile,internal,0
hero-page,internal,1
product,internal,0
product,typed_bookmarked,0
hero-page,internal,1
blog,internal,0
hero-page,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
signin,internal,1
product,internal,0
product,typed_bookmarked,0
signin,internal,0
product,internal,0
home,internal,0
signin,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
profile,internal,0
home,typed_bookmarked,1
hero-page,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
cart,internal,0
cart,internal,0
signin,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
signin,internal,0
order confirmation,internal,1
hero-page,internal,1
hero-page,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product section,external,1
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
hero-page,external,0
product section,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,1
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,1
product-page,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product section,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
product,external,0
product-page,external,0
product-page,external,0
product section,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
