rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
496,2023,Cornell Big Red,45,Jack Follows,Jack,Follows,Jr,D,15,15,0,0,0,2,0.0,2,1.0,0,0,0,34,7,13,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655289
497,2023,Cornell Big Red,27,Hugh Kelleher,Hugh,Kelleher,Jr,M,15,15,22,2,24,67,0.328,40,0.597,1,1,0,18,17,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655327
498,2023,Cornell Big Red,18,Ryan Sheehan,Ryan,Sheehan,Jr,M,15,10,8,2,10,22,0.364,13,0.591,0,0,0,6,8,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655336
499,2023,Cornell Big Red,31,Spencer Wirtheim,Spencer,Wirtheim,Sr,ATT,15,15,11,12,23,37,0.297,23,0.622,1,0,0,10,15,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2306246
500,2023,Cornell Big Red,43,Jayson Singer,Jayson,Singer,So,D,15,14,0,1,1,0,0.0,0,0.0,0,0,0,23,4,13,0,0,0.0,4,210,0,0,,0,0.0,0,0.0,0,2655337
501,2023,Cornell Big Red,2,Aiden Blake,Aiden,Blake,Sr,M,15,4,18,7,25,59,0.305,38,0.644,2,2,0,11,13,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,1,2306201
502,2023,Cornell Big Red,44,JJ Lombardi,JJ,Lombardi,Sr,M,15,0,7,10,17,24,0.292,16,0.667,0,0,0,7,9,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2118473
503,2023,Cornell Big Red,77,Gavin Adler,Gavin,Adler,Sr,D,15,15,0,0,0,4,0.0,2,0.5,0,0,0,63,8,25,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2118459
504,2023,Cornell Big Red,11,Billy Coyle,Billy,Coyle,Sr,ATT,15,15,30,28,58,92,0.326,58,0.63,0,2,0,19,24,3,0,0,0.0,5,210,0,0,,0,0.0,0,0.0,0,2118467
505,2023,Cornell Big Red,22,Chayse Ierlan,Chayse,Ierlan,Sr,GK,15,15,0,0,0,3,0.0,2,0.667,0,0,0,39,6,9,0,0,0.0,0,0,15,15,884:21,164,11.127,179,0.522,0,2118468
506,2023,Cornell Big Red,28,Angelo Petrakis,Angelo,Petrakis,Sr,FO,14,0,0,1,1,2,0.0,0,0.0,0,0,0,35,3,0,67,130,0.515,3,90,0,0,,0,0.0,0,0.0,0,2306238
507,2023,Cornell Big Red,6,Kyle Smith,Kyle,Smith,Jr,M,14,0,0,0,0,2,0.0,1,0.5,0,0,0,5,0,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2655338
508,2023,Cornell Big Red,20,Jack Cascadden,Jack,Cascadden,Fr,FO,14,0,4,3,7,15,0.267,8,0.533,0,0,0,66,5,1,111,215,0.516,2,90,0,0,,0,0.0,0,0.0,0,2808649
509,2023,Cornell Big Red,50,Walker Wallace,Walker,Wallace,Jr,LSM,14,0,2,1,3,3,0.667,2,0.667,0,0,0,12,1,7,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655340
510,2023,Cornell Big Red,26,Brian Piatelli,Brian,Piatelli,Sr,ATT,12,8,16,5,21,37,0.432,26,0.703,0,1,0,17,11,4,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2306228
511,2023,Cornell Big Red,13,Charlie Box,Charlie,Box,Fr,M,11,0,0,3,3,1,0.0,1,1.0,0,0,0,9,3,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2808646
512,2023,Cornell Big Red,46,Eddie Rayhill,Eddie,Rayhill,Fr,D,11,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808673
513,2023,Cornell Big Red,5,Michael Bozzi,Michael,Bozzi,So,M,10,0,2,0,2,6,0.333,2,0.333,0,0,0,5,3,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655263
514,2023,Cornell Big Red,42,Andrew Dalton,Andrew,Dalton,Jr,M,9,0,8,3,11,21,0.381,11,0.524,2,1,0,7,3,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655271
515,2023,Cornell Big Red,38,Matt Dooley,Matt,Dooley,Fr,D,8,1,0,0,0,0,0.0,0,0.0,0,0,0,3,0,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808651
516,2023,Cornell Big Red,39,Brian Luzzi,Brian,Luzzi,Fr,M,7,0,2,1,3,14,0.143,7,0.5,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808666
517,2023,Cornell Big Red,23,Rory Graham,Rory,Graham,Jr,ATT,7,0,4,0,4,6,0.667,5,0.833,0,4,0,2,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655280
518,2023,Cornell Big Red,29,Alex Holmes,Alex,Holmes,So,M,7,0,1,2,3,5,0.2,2,0.4,0,0,0,1,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655281
519,2023,Cornell Big Red,37,Matthew Perfetto,Matthew,Perfetto,Fr,ATT,7,1,0,1,1,1,0.0,0,0.0,0,0,0,1,3,0,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2808671
520,2023,Cornell Big Red,9,Billy Chabot,Billy,Chabot,Sr,M,7,0,0,0,0,1,0.0,1,1.0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2118458
521,2023,Cornell Big Red,1,Michael Long,Michael,Long,Sr,ATT,7,7,13,10,23,35,0.371,26,0.743,1,1,0,10,11,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2306235
522,2023,Cornell Big Red,19,Wyatt Knust,Wyatt,Knust,So,GK,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,20:59,5,14.297,2,0.286,0,2655329
523,2023,Cornell Big Red,34,Danny Boccafola,Danny,Boccafola,Sr,LSM,4,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2306217
524,2023,Cornell Big Red,12,Anthony Bartolotto,Anthony,Bartolotto,Fr,M,4,0,0,0,0,1,0.0,0,0.0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808335
525,2023,Cornell Big Red,8,Tim Graham,Tim,Graham,Sr,FO,3,0,0,0,0,1,0.0,0,0.0,0,0,0,2,0,0,4,10,0.4,0,0,0,0,,0,0.0,0,0.0,0,2118454
526,2023,Cornell Big Red,61,Bowie Horsman,Bowie,Horsman,Fr,ATT,3,0,0,0,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808663
527,2023,Cornell Big Red,14,Bennett Abladian,Bennett,Abladian,So,ATT,3,0,2,0,2,3,0.667,2,0.667,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465307
528,2023,Cornell Big Red,4,Antonio Topouzis,Antonio,Topouzis,So,M,3,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655339
529,2023,Cornell Big Red,17,Charles Packard,Charles,Packard,Sr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2676873
530,2023,Cornell Big Red,35,Caleb Newman,Caleb,Newman,Jr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655330
531,2023,Cornell Big Red,88,JQ Stramanak,JQ,Stramanak,Sr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2118460
532,2023,Cornell Big Red,16,Max Fields,Max,Fields,Sr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2118456
533,2023,Cornell Big Red,49,Monty Cook,Monty,Cook,Jr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655285
534,2023,Cornell Big Red,36,Griffin McGovern,Griffin,McGovern,Fr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808667
535,2023,Cornell Big Red,47,Ethan Ruller,Ethan,Ruller,Fr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2808679
536,2023,Cornell Big Red,40,Danny Caddigan,Danny,Caddigan,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2655284
537,2023,Dartmouth Big Green,34,Thomas Vandenberg,Thomas,Vandenberg,Fr,M,12,0,0,0,0,2,0.0,1,0.5,0,0,0,13,8,3,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2819267
538,2023,Dartmouth Big Green,42,Emmett Paradine,Emmett,Paradine,Fr,M,12,11,18,9,27,53,0.34,30,0.566,1,1,0,12,13,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819264
539,2023,Dartmouth Big Green,28,Max LaTorre,Max,LaTorre,Fr,D,12,0,0,1,1,1,0.0,1,1.0,0,0,0,21,1,11,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2819262
540,2023,Dartmouth Big Green,10,Cameron Brown,Cameron,Brown,Fr,M,12,1,8,0,8,31,0.258,17,0.548,0,0,0,2,10,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819258
541,2023,Dartmouth Big Green,25,Griffin O'Neil,Griffin,O'Neil,So,D,12,8,0,0,0,0,0.0,0,0.0,0,0,0,19,3,10,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2664428
542,2023,Dartmouth Big Green,23,Brandon Ventarola,Brandon,Ventarola,So,M,12,11,13,9,22,46,0.283,26,0.565,1,2,0,9,19,2,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2664426
543,2023,Dartmouth Big Green,17,Cam Hitchcock,Cam,Hitchcock,So,D,12,10,0,0,0,0,0.0,0,0.0,0,0,0,4,4,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664424
544,2023,Dartmouth Big Green,15,Quinn Moore,Quinn,Moore,So,M,12,11,24,6,30,72,0.333,41,0.569,2,4,0,25,20,6,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2664403
545,2023,Dartmouth Big Green,7,Colin McGill,Colin,McGill,So,ATT,12,12,31,15,46,91,0.341,59,0.648,2,4,0,23,19,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,1,2664401
546,2023,Dartmouth Big Green,46,Ben DiGiovanni,Ben,DiGiovanni,Jr,M,12,0,0,6,6,4,0.0,2,0.5,0,0,0,21,5,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2528887
547,2023,Dartmouth Big Green,33,Nate Davis,Nate,Davis,Jr,ATT,12,12,20,9,29,67,0.299,41,0.612,0,4,0,11,13,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2528884
548,2023,Dartmouth Big Green,4,Peter Lapina,Peter,Lapina,Jr,ATT,12,2,3,9,12,26,0.115,14,0.538,0,1,0,6,12,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2528881
549,2023,Dartmouth Big Green,30,Andrew Johnston,Andrew,Johnston,Sr,D,12,11,0,0,0,1,0.0,1,1.0,0,0,0,17,7,8,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2310768
550,2023,Dartmouth Big Green,22,Mitchell Myers,Mitchell,Myers,Sr,FO,12,0,0,0,0,1,0.0,0,0.0,0,0,0,83,10,1,171,305,0.561,1,30,0,0,,0,0.0,0,0.0,0,2310763
551,2023,Dartmouth Big Green,14,Tommy Rogan,Tommy,Rogan,Sr,ATT,12,7,11,8,19,33,0.333,23,0.697,0,0,0,16,23,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2310759
552,2023,Dartmouth Big Green,13,Peter Rizzotti,Peter,Rizzotti,Sr,M,12,6,2,0,2,4,0.5,4,1.0,0,0,0,27,8,23,0,0,0.0,5,270,0,0,,0,0.0,0,0.0,0,2116269
553,2023,Dartmouth Big Green,18,Joe Azelby,Joe,Azelby,So,LSM,11,0,1,1,2,1,1.0,1,1.0,0,0,0,13,2,3,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2664425
554,2023,Dartmouth Big Green,20,Henry Bonnie,Henry,Bonnie,Jr,ATT,11,1,4,1,5,22,0.182,8,0.364,0,0,0,4,5,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2528882
555,2023,Dartmouth Big Green,3,Sam Cooper,Sam,Cooper,Fr,GK,11,10,0,0,0,1,0.0,0,0.0,0,0,0,19,4,0,0,0,0.0,0,0,11,10,582:47,134,13.796,102,0.432,0,2819259
556,2023,Dartmouth Big Green,12,Jesse Phelan,Jesse,Phelan,Fr,D,11,1,0,0,0,0,0.0,0,0.0,0,0,0,3,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819265
557,2023,Dartmouth Big Green,35,Jackson McGinley,Jackson,McGinley,Sr,LSM,10,0,0,0,0,0,0.0,0,0.0,0,0,0,2,2,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310788
558,2023,Dartmouth Big Green,19,Thomas Goguen,Thomas,Goguen,Fr,D,10,0,0,0,0,0,0.0,0,0.0,0,0,0,9,2,8,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2819261
559,2023,Dartmouth Big Green,24,Colin Niehaus,Colin,Niehaus,So,M,9,0,0,0,0,2,0.0,1,0.5,0,0,0,8,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664427
560,2023,Dartmouth Big Green,21,Payton St. Geme,Payton,St. Geme,Sr,ATT,8,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310774
561,2023,Dartmouth Big Green,16,Hopper Zappitello,Hopper,Zappitello,So,ATT,7,3,1,2,3,4,0.25,2,0.5,0,0,0,2,3,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819269
562,2023,Dartmouth Big Green,26,Vincent Gandolfo,Vincent,Gandolfo,So,FO,6,0,0,1,1,0,0.0,0,0.0,0,0,0,3,1,0,12,25,0.48,0,0,0,0,,0,0.0,0,0.0,0,2664421
563,2023,Dartmouth Big Green,27,Logan Tucker,Logan,Tucker,Jr,FO,6,0,0,0,0,1,0.0,1,1.0,0,0,0,1,0,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664429
564,2023,Dartmouth Big Green,29,Zak Oehlerking,Zak,Oehlerking,Fr,ATT,5,0,0,0,0,3,0.0,1,0.333,0,0,0,2,2,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819263
565,2023,Dartmouth Big Green,47,Mason Morel,Mason,Morel,So,GK,5,2,0,0,0,0,0.0,0,0.0,0,0,0,8,4,0,0,0,0.0,0,0,5,2,135:32,36,15.937,26,0.419,0,2664423
566,2023,Dartmouth Big Green,9,Blake Brookes,Blake,Brookes,Jr,D,5,0,0,0,0,0,0.0,0,0.0,0,0,0,3,2,0,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2529450
567,2023,Dartmouth Big Green,50,Jack Cooleen,Jack,Cooleen,Jr,D,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2528889
568,2023,Dartmouth Big Green,44,Holden Deck,Holden,Deck,So,M,5,1,3,0,3,6,0.5,5,0.833,0,0,0,5,3,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664430
569,2023,Dartmouth Big Green,43,TJ Bryan,TJ,Bryan,Sr,FO,5,0,1,0,1,2,0.5,2,1.0,0,0,0,3,0,0,12,23,0.522,0,0,0,0,,0,0.0,0,0.0,0,2310791
570,2023,Dartmouth Big Green,41,Michael Mauricio,Michael,Mauricio,Jr,ATT,4,0,0,0,0,2,0.0,1,0.5,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2528886
571,2023,Dartmouth Big Green,11,Tyler Ford,Tyler,Ford,So,ATT,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664402
572,2023,Dartmouth Big Green,40,Brett Gallagher,Brett,Gallagher,Sr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310770
573,2023,Dartmouth Big Green,32,Cooper Higgins,Cooper,Higgins,Jr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2528883
574,2023,Dartmouth Big Green,31,Brendon Gallagher,Brendon,Gallagher,Sr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310785
575,2023,Dartmouth Big Green,37,Quintin Campbell,Quintin,Campbell,So,M,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2664422
576,2023,Dartmouth Big Green,39,Kellen Seeley,Kellen,Seeley,Fr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2819266
577,2023,Dartmouth Big Green,45,Reece Lagerquist,Reece,Lagerquist,Sr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310792
578,2023,Dartmouth Big Green,38,Lenox Huh,Lenox,Huh,Jr,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2528885
579,2023,Dartmouth Big Green,5,Hunter Binney,Hunter,Binney,Jr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,4:06,3,43.902,1,0.25,0,2528880
580,2023,Delaware Blue Hens,1,JP Ward,JP,Ward,Jr,ATT,18,18,42,43,85,113,0.372,70,0.619,1,5,0,30,33,2,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2482073
581,2023,Delaware Blue Hens,18,Aidan Fritz,Aidan,Fritz,Jr,M,18,0,0,1,1,0,0.0,0,0.0,0,0,0,8,6,6,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2482062
582,2023,Delaware Blue Hens,44,Joe Speers,Joe,Speers,Jr,D,18,0,1,1,2,4,0.25,3,0.75,1,0,0,45,3,27,1,6,0.167,4,270,0,0,,0,0.0,0,0.0,0,2482075
583,2023,Delaware Blue Hens,20,Jason Kolar,Jason,Kolar,So,M,18,16,23,8,31,61,0.377,39,0.639,1,0,0,8,9,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667156
584,2023,Delaware Blue Hens,45,Cam Acchione,Cam,Acchione,Jr,M,18,16,23,10,33,56,0.411,42,0.75,2,7,0,8,8,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482054
585,2023,Delaware Blue Hens,26,Tate Wasson,Tate,Wasson,Sr,D,18,18,0,0,0,2,0.0,0,0.0,0,0,0,33,7,23,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2333840
586,2023,Delaware Blue Hens,13,Brendan Powers,Brendan,Powers,Fr,M,18,0,14,2,16,50,0.28,25,0.5,0,2,0,9,8,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805558
587,2023,Delaware Blue Hens,36,Matt Kilkeary,Matt,Kilkeary,Sr,GK,18,18,0,0,0,1,0.0,0,0.0,0,0,0,40,5,3,0,0,0.0,0,0,18,18,1060:57,167,9.444,188,0.53,0,1973417
588,2023,Delaware Blue Hens,2,Tye Kurtz,Tye,Kurtz,Sr,M,18,18,58,30,88,158,0.367,105,0.665,5,3,0,30,34,4,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2118748
589,2023,Delaware Blue Hens,22,Clay Miller,Clay,Miller,Sr,ATT,18,2,16,12,28,46,0.348,32,0.696,1,5,0,6,8,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2118751
590,2023,Delaware Blue Hens,81,Owen Grant,Owen,Grant,Sr,D,18,18,7,3,10,17,0.412,12,0.706,0,0,0,57,15,38,0,0,0.0,9,540,0,0,,0,0.0,0,0.0,0,2118768
591,2023,Delaware Blue Hens,40,Kevin McCormick,Kevin,McCormick,Sr,D,18,0,0,1,1,0,0.0,0,0.0,0,0,0,15,2,5,1,2,0.5,2,120,0,0,,0,0.0,0,0.0,0,2118773
592,2023,Delaware Blue Hens,23,Jason Seiter,Jason,Seiter,Sr,M,18,0,3,3,6,6,0.5,4,0.667,0,0,0,40,5,6,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2118784
593,2023,Delaware Blue Hens,41,Kevin Lynch,Kevin,Lynch,Sr,D,18,18,0,0,0,1,0.0,0,0.0,0,0,0,27,2,17,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2125281
594,2023,Delaware Blue Hens,28,Roland Hockenbery,Roland,Hockenbery,Sr,M,18,0,0,0,0,1,0.0,1,1.0,0,0,0,69,15,1,143,285,0.502,1,30,0,0,,0,0.0,0,0.0,0,2333823
595,2023,Delaware Blue Hens,27,Reed Kurtz,Reed,Kurtz,Sr,M,18,0,2,0,2,3,0.667,3,1.0,0,1,0,13,4,6,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2333824
596,2023,Delaware Blue Hens,4,Nick Jessen,Nick,Jessen,Sr,ATT,17,13,18,9,27,66,0.273,33,0.5,0,0,0,8,10,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2310379
597,2023,Delaware Blue Hens,25,Riar Schell,Riar,Schell,So,ATT,17,0,8,1,9,27,0.296,16,0.593,0,0,0,2,2,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667159
598,2023,Delaware Blue Hens,33,John Scheivert,John,Scheivert,Jr,M,16,0,0,0,0,0,0.0,0,0.0,0,0,0,3,0,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2482068
599,2023,Delaware Blue Hens,19,Mike Robinson,Mike,Robinson,Sr,ATT,15,14,32,16,48,108,0.296,59,0.546,2,1,0,23,10,4,0,0,0.0,4,150,0,0,,0,0.0,0,0.0,0,2333825
600,2023,Delaware Blue Hens,29,Harrison Ewing,Harrison,Ewing,Sr,M,15,0,1,0,1,2,0.5,2,1.0,0,0,0,11,4,6,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2333822
601,2023,Delaware Blue Hens,31,Nick Cowen,Nick,Cowen,So,D,12,0,0,0,0,1,0.0,0,0.0,0,0,0,3,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667162
602,2023,Delaware Blue Hens,16,Patrick Gillin,Patrick,Gillin,Fr,D,11,0,0,0,0,0,0.0,0,0.0,0,0,0,4,1,1,0,1,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805567
603,2023,Delaware Blue Hens,38,Logan Premtaj,Logan,Premtaj,Jr,FO,10,0,1,2,3,2,0.5,1,0.5,0,0,0,40,0,0,78,164,0.476,0,0,0,0,,0,0.0,0,0.0,0,2482071
604,2023,Delaware Blue Hens,51,Jake Demare,Jake,Demare,Sr,M,10,0,0,0,0,3,0.0,2,0.667,0,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2333815
605,2023,Delaware Blue Hens,12,Finn Morgan,Finn,Morgan,Fr,ATT,9,4,10,3,13,24,0.417,15,0.625,0,1,0,4,6,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805556
606,2023,Delaware Blue Hens,46,Jonathan Osmun,Jonathan,Osmun,Jr,M,9,0,0,0,0,0,0.0,0,0.0,0,0,0,5,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482077
607,2023,Delaware Blue Hens,17,Matt Montgomery,Matt,Montgomery,Jr,D,8,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482065
608,2023,Delaware Blue Hens,37,OJ Morris,OJ,Morris,So,FO,8,0,1,0,1,1,1.0,1,1.0,0,0,0,6,0,1,14,32,0.438,0,0,0,0,,0,0.0,0,0.0,0,2805574
609,2023,Delaware Blue Hens,6,Brooks Bond,Brooks,Bond,So,M,7,0,1,0,1,4,0.25,2,0.5,0,0,0,2,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667154
610,2023,Delaware Blue Hens,9,Matt Acchione,Matt,Acchione,Jr,M,7,5,3,1,4,9,0.333,5,0.556,0,1,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482055
611,2023,Delaware Blue Hens,11,Josh Bayer,Josh,Bayer,Sr,D,6,0,0,0,0,0,0.0,0,0.0,0,0,0,2,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2333811
612,2023,Delaware Blue Hens,7,Rowan Marsell,Rowan,Marsell,Fr,M,6,0,0,0,0,0,0.0,0,0.0,0,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805546
613,2023,Delaware Blue Hens,3,Nick Fish,Nick,Fish,So,M,6,0,0,0,0,4,0.0,1,0.25,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667168
614,2023,Delaware Blue Hens,5,Rich Dion,Rich,Dion,Sr,D,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2333816
615,2023,Delaware Blue Hens,49,Franky Fix,Franky,Fix,Fr,M,5,0,0,0,0,1,0.0,1,1.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805577
616,2023,Delaware Blue Hens,77,Michael Straub,Michael,Straub,Fr,FO,4,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,5,0.2,0,0,0,0,,0,0.0,0,0.0,0,2805579
617,2023,Delaware Blue Hens,42,Troon Houlton,Troon,Houlton,Fr,M,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805575
618,2023,Delaware Blue Hens,8,Drew Lenkaitis,Drew,Lenkaitis,Sr,M,2,2,1,2,3,6,0.167,3,0.5,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2307432
619,2023,Delaware Blue Hens,14,Luke Galgano,Luke,Galgano,Fr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805561
