L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,CONGESTION
San Juan,Santa Lucía,Argentina,121,2.222,177.2972,793.6202,4.7604,68.6515,1.044628282,18.85458753,4691.093041,146.3551769,2.785104732,3,0.732,3,0.999933238,-31.53450219,-68.46398562,,1216.534,49139,83.0013143,82.94530846,4.220499569,7.580406864,0,0,0.1113
San Luis,La Capital,Argentina,492,0.0377,4.142,1268.2123,4.0074,113.7211,1.05987352,0.523812623,193.3309353,214.5583302,3.145866667,3,1.0,1,0.999999797,-33.8182526,-66.51213099,,4262.2944,209425,81.40323308,82.27020036,5.697943021,11.18229745,0,0,0.0902
San Miguel de Tucuman-Tafi Viejo,Capital,Argentina,51,0.5624,5564.9107,7013.9634,2.7743,60.6778,1.017304329,78.55018555,14574.9751,104.6920446,3.306785807,1,1.0,5,1.0,-26.83521905,-65.21864194,,7195.4115,565223,81.17123767,81.16817209,6.163575946,9.841163352,0,0,0.1824
San Miguel de Tucuman-Tafi Viejo,Cruz Alta,Argentina,593,0.4994,11.9564,426.4538,3.2402,98.4335,1.038195189,2.500128493,921.6379997,211.9800676,2.988225158,4,0.88,1,0.999977614,-26.91831119,-64.97978526,,3328.9834,185415,72.79965992,73.73604852,6.423011844,11.83958765,0,0,0.084
San Miguel de Tucuman-Tafi Viejo,Lules,Argentina,166,0.3003,4.6093,206.4427,3.3481,87.3035,1.124111714,2.644862301,821.9934865,182.8608842,2.905389908,4,0.714,2,0.505331797,-26.86622404,-65.42107294,,1233.9942,70179,76.59556807,77.11337759,5.227616719,10.28358903,0,0,0.045
San Miguel de Tucuman-Tafi Viejo,Tafí Viejo,Argentina,200,0.1756,15.9291,786.2539,4.2109,74.607,1.086330933,2.728064028,710.5529371,150.683623,3.015767635,4,0.888,1,0.94128428,-26.66337311,-65.44662379,,2307.24,124886,80.61305008,79.87918412,6.018863644,12.37483117,0,0,0.1047
San Miguel de Tucuman-Tafi Viejo,Yerba Buena,Argentina,84,0.5671,174.4285,1350.387,3.6198,63.9369,1.060908472,13.27317464,2726.970779,116.8417923,2.972823779,3,1.0,3,0.962361007,-26.7918948,-65.34622515,,1913.1336,76974,85.09453455,84.40985574,4.03197426,9.307387863,0,0,0.0951
San Nicolas de los Arroyos,San Nicolás,Argentina,167,0.2472,57.736,1353.4707,4.0293,79.5752,1.02941898,4.529050321,1163.337271,144.0940102,3.203682057,1,0.998,1,0.999948057,-33.48419916,-60.29324691,,2881.2677,146973,85.21585954,81.40375591,5.3855632,9.153358592,0,0,0.2218
San Rafael,San Rafael,Argentina,1123,0.035,1.4754,1082.1987,4.3079,162.6552,1.098962549,12.78715201,3497.494731,153.218643,2.384210526,2,0.978,1,1.0,-34.94593784,-68.35264078,,4372.7374,191942,74.42192437,74.12612279,5.462048217,11.24849216,0,0,0.0598
Santa Fe,La Capital,Argentina,992,0.3336,90.9551,2600.7909,4.0469,76.4471,1.0319209,4.333993476,1143.0385,148.8720649,3.284711277,1,0.997,1,0.987966643,-31.47892227,-60.67036361,,10400.0288,535424,80.81859569,79.71878906,5.869084284,10.79968623,0,0,0.0997
Santa Rosa,Capital,Argentina,117,0.0463,27.483,2491.996,5.1582,95.7853,1.018737726,1.657142605,564.0957735,195.1933375,3.42230518,3,0.998,1,0.99996056,-36.50104649,-64.19912653,,2788.0164,107914,80.48689074,80.61306274,4.498984544,7.565555602,0,0,0.061
Santa Rosa,Toay,Argentina,94,0.0184,0.1857,171.1077,3.9131,245.5638,1.022570572,0.168569949,121.3411973,414.285449,3.320132013,3,1.0,6,0.99977768,-36.66439243,-64.69388409,,553.3216,12607,77.41673615,78.4850687,4.080476056,9.790508764,0,0,0.042
Santiago del Estero,Banda,Argentina,251,0.0677,9.4628,1485.6568,4.8708,108.3215,1.030132622,0.850102476,319.8877484,211.9914305,3.249279539,3,1.0,1,0.999999292,-27.45213847,-64.18149098,,2361.8598,142943,72.86238048,73.85689266,4.04981685,8.76396648,0,0,0.044
Santiago del Estero,Capital,Argentina,213,0.0997,73.3387,3270.1947,3.5008,70.7106,1.039018054,2.95542345,803.1932661,153.7964235,3.28931555,4,0.914,1,0.751600896,-27.88934454,-64.43302705,,4792.9473,268714,78.68111698,78.76032426,4.621108283,8.706387952,0,0,0.0989
Tandil,Tandil,Argentina,491,0.1011,8.7158,1556.2258,3.9911,126.0122,1.074089085,0.743700836,431.7712628,327.9991389,3.192575984,3,1.0,1,0.999999996,-37.33831919,-59.18307709,,2719.3544,124628,84.45824473,83.07368343,4.480337079,7.920223832,0,0,0.0624
Villa Mercedes,General Pedernera,Argentina,428,0.0311,2.7523,1201.533,3.7158,184.1967,1.079147203,0.312333609,193.5505504,349.163114,3.336012163,3,1.0,1,1.0,-33.92603377,-65.54549441,,3157.0992,129347,79.03098897,78.20028063,4.180514256,9.571322986,0,0,0.0411
Zarate-Campana,Campana,Argentina,395,0.4009,26.5996,981.651,3.2493,76.5596,1.063012293,2.813413495,876.395612,175.9145695,3.26107072,4,0.909,1,0.99989275,-34.14052593,-58.88366539,,2669.489,95043,79.23876558,79.9383709,4.3017177,8.368825709,0,0,0.075
Zarate-Campana,Zárate,Argentina,430,0.3614,14.5673,673.5,2.8387,96.3262,1.046583679,2.475997861,846.6096999,192.9051525,3.108276476,4,0.857,1,0.999975828,-33.99848091,-59.12826039,,2573.464,114956,84.12582651,82.29653407,3.396802643,8.111669676,0,0,0.1099
Alagoinhas,ALAGOINHAS,Brasil,175,0.2327,38.1201,1533.6659,6.2551,81.4949,1.073840458,3.430648555,850.5077824,149.7637019,2.861702128,4,0.978,1,0.999746124,-12.1153519,-38.40917374,45.46,1869.4725,149558,64.27079004,66.033573,12.0649026,21.0558269,0,0,0.0432
Anapolis,AN0POLIS,Brasil,383,0.4106,315.8039,4133.7089,7.0107,72.8118,1.039957972,11.57542772,2370.328067,121.827183,3.118565941,3,1.0,5,0.874542882,-16.29058725,-48.97359646,23.51,7126.2895,343055,65.82975104,66.73542361,4.704878684,11.17827278,0,0,0.0886
Anapolis,GAMELEIRA DE GOI,Brasil,20,0.0338,0.0209,23.9076,2.0326,328.9131,1.045380414,0.194843877,106.0747857,343.2144513,3.056,3,1.0,6,0.999999958,-16.40315463,-48.67412126,34.98,51.75,3358,32.50580573,36.99649632,8.684710581,19.14054559,0,0,0.0
Angra dos Reis,ANGRA DOS REIS,Brasil,357,0.4331,5.147,203.4667,3.346,76.9062,1.149804379,3.926636685,905.2281524,128.6901431,2.468292683,2,0.915,1,0.847136391,-22.98678141,-44.35298853,25.32,2085.0228,170402,63.95292525,64.29523916,6.349571765,12.79204622,0,0,0.0208
Apucarana,APUCARANA,Brasil,182,0.3261,39.5763,1047.7992,6.2319,94.8208,1.071382675,5.599440832,1763.36539,179.1952574,3.089639765,1,1.0,1,0.999958738,-23.57226689,-51.44611926,13.68,2107.7966,124212,61.96611692,58.87173627,3.763116475,5.6994603,0,0,0.0731
Aracaju,ARACAJU,Brasil,306,1.6831,970.5747,2700.4657,3.9466,65.1338,1.043579734,58.65776406,9084.137839,93.16481514,2.954481503,4,1.0,3,0.999589148,-10.99415572,-37.09490708,31.69,6534.2628,585520,73.3008468,74.22494728,8.391904833,15.01497661,0,0,0.1586
Aracaju,BARRA DOS COQUEIROS,Brasil,53,0.588,6.0349,170.2532,2.8526,80.2408,1.075780716,8.86810862,2013.472732,137.1809989,2.919037199,1,0.998,6,0.589125693,-10.85301892,-36.97176413,57.15,319.4999,25604,55.47329247,59.16008103,11.89733699,23.58017164,0,0,0.0462
Aracaju,NOSSA SENHORA DO SOCORRO,Brasil,205,1.3091,69.2193,615.9254,4.7943,70.7667,1.063054038,19.93626817,3738.635228,116.9501838,2.925014476,3,0.945,2,0.84371337,-10.86385027,-37.14678166,52.85,1759.8635,164874,60.61945676,61.09187537,11.51449259,21.12037361,0,0,0.0312
Aracaju,S8O CRISTRV O,Brasil,277,0.6343,4.4481,209.2561,2.9041,122.2291,1.109777898,3.942297317,1201.262404,181.5278869,2.731343284,2,0.954,6,0.870801355,-10.9627484,-37.22044853,49.53,928.3378,80848,58.40025384,60.69749663,11.81942998,22.81482918,0,0,0.0139
Aracatuba,ARA2ATUBA,Brasil,279,0.2391,96.8348,2825.5624,5.9704,82.4727,1.02768015,5.280162696,1100.392994,119.6521145,3.294279176,1,1.0,1,0.998117587,-21.11396442,-50.57450826,15.54,3999.5208,186968,69.4509241,67.85985686,4.660530436,8.81574975,0,0,0.043
Araguaina,ARAGUA9NA,Brasil,328,0.082,19.4947,2196.0752,4.865,80.8239,1.053970944,1.514963388,422.0063605,158.9084997,3.246778839,3,1.0,1,0.999868122,-7.331667522,-48.58783967,32.58,3550.2392,154362,63.71510665,69.32839748,6.302400421,11.47488332,0,0,0.0336
Araguari,ARAGUARI,Brasil,249,0.0912,17.7262,1897.651,4.4487,109.7824,1.078489432,1.381473845,386.5487574,161.2335858,3.227261584,3,1.0,1,0.999999517,-18.57711851,-48.2221709,17.79,2548.9881,112812,64.72440165,65.27668452,4.257534626,9.34993421,0,0,0.0496
Arapiraca,ARAPIRACA,Brasil,306,0.8595,93.3306,1206.5719,4.3071,87.4411,1.040448043,16.52424678,3536.942237,127.3267109,2.982228196,3,0.992,1,0.999808278,-9.74928872,-36.64181375,53.95,2753.9082,221642,44.96445812,49.3255864,9.844688083,18.75095672,0,0,0.0353
Arapongas,ARAPONGAS,Brasil,116,0.3036,91.0033,1639.2594,6.0928,75.904,1.044553188,7.924946897,1968.905447,143.7837712,3.058243987,1,1.0,1,0.997614743,-23.44080337,-51.42824479,12.82,2121.3036,106986,62.59253759,59.79536909,3.685893195,7.344356276,0,0,0.051
Arapongas,ROL2NDIA,Brasil,120,0.2615,29.7572,1001.908,5.3624,89.8497,1.059975891,4.824858534,1293.991346,155.276745,3.109947644,1,0.999,1,0.999920094,-23.27127999,-51.409205,15.01,1362.96,59438,60.43936948,56.50417011,4.025698487,8.020591606,0,0,0.0254
Araraquara,AM0RICO BRASILIENSE,Brasil,30,0.2445,24.0139,485.2428,4.122,60.8115,1.060393239,7.605033698,1480.557743,117.4347566,3.139278557,1,1.0,2,0.905485725,-21.7223301,-48.03229717,16.22,607.14,35501,57.66993457,58.517724,6.41010492,19.3150206,0,0,0.0179
Araraquara,ARARAQUARA,Brasil,377,0.3757,129.9237,2611.654,5.373,80.4332,1.039092447,7.76836395,1669.783189,124.4628172,3.170820171,1,1.0,1,0.99767367,-21.791646,-48.18131377,12.57,4991.48,214854,72.81972183,69.5363489,5.56576538,10.59719232,0,0,0.0614
Araras,ARARAS,Brasil,242,0.3755,64.3919,1438.9515,4.8085,82.3505,1.052265029,6.488445255,1320.002899,123.7889146,3.05186493,1,1.0,1,0.999948588,-22.34615892,-47.32385601,13.57,2883.7688,122370,66.64008525,62.50505848,5.018159181,11.63940584,0,0,0.0233
Araruama,ARARUAMA,Brasil,211,0.3309,161.5289,2548.4958,6.9879,83.2851,1.045059597,8.369255088,1906.912292,135.1465826,2.83943662,1,1.0,1,0.922980384,-22.75517208,-42.29325008,35.02,4041.8949,112597,59.4774036,63.14128529,8.711535982,17.00314631,0,0,0.0876
Araruama,IGUABA GRANDE,Brasil,37,0.7128,69.2955,570.1923,4.5048,65.5757,1.043619828,30.56138527,5294.876098,103.5368337,2.847251586,4,0.995,2,0.665353722,-22.82870877,-42.21797497,28.46,630.8093,22971,71.77020224,68.3333626,9.817912032,22.42419326,0,0,0.0393
Araruama,SAQUAREMA,Brasil,437,1.2365,83.1171,961.6457,5.9408,66.9584,1.055682357,12.39199795,3213.497161,151.0757214,2.835175126,3,0.999,1,0.618457149,-22.8779689,-42.51869277,33.03,3054.5863,74624,62.3275079,62.0980804,9.798945929,14.79425082,0,0,0.0424
Atibaia,ATIBAIA,Brasil,559,1.1687,100.3287,1325.4142,5.4419,85.5649,1.097510155,8.40981537,2573.131014,180.6933978,2.802971708,2,0.708,1,0.991620483,-23.12326243,-46.58678764,17.83,3620.6989,130360,60.80431083,62.2951811,4.517002438,8.629933077,0,0,0.0323
Atibaia,BOM JESUS DOS PERDUES,Brasil,76,0.7016,6.7358,168.1289,3.7252,77.7271,1.117000099,4.500780509,1637.909025,209.2947947,2.708661417,2,0.927,2,0.915800168,-23.17251999,-46.47897887,27.36,433.9828,20293,56.33620913,54.58381264,3.06767149,8.962249358,0,0,0.0114
Balneario Camboriu,BALNE0RIO CAMBORID,Brasil,105,2.2736,214.5302,711.8268,3.5449,61.3437,1.039869372,39.01259825,7783.102009,116.3977499,2.822864889,4,0.999,3,0.999981238,-27.00470196,-48.6205565,6.14,1391.8485,109870,81.16302928,80.10425112,4.002551554,6.120865948,0,0,0.1037
Balneario Camboriu,CAMBORI,Brasil,90,0.4242,18.8405,421.2521,4.4343,69.222,1.073414943,6.857966145,1677.713241,137.7202551,2.788153682,1,0.974,2,0.960841523,-27.07086104,-48.70884219,12.78,948.87,63389,58.19162479,58.44829521,3.402392713,6.141455471,0,0,0.0816
Barbacena,BARBACENA,Brasil,285,0.3756,25.2711,1066.8204,5.793,95.8811,1.127797993,3.32914576,996.1954739,177.2931626,2.768339768,2,0.878,1,0.999980441,-21.25151403,-43.800626,29.82,1797.2955,129747,61.46852421,59.44437734,10.0789323,14.43758013,0,0,0.0578
Barreiras,BARREIRAS,Brasil,260,0.0331,2.0771,732.9747,3.2169,280.063,1.085450253,1.165852814,995.21403,509.9579478,3.047806414,3,0.992,1,1.0,-12.01761969,-45.52503267,41.63,2226.588,144794,60.20120903,64.770561,8.395740198,14.95943297,0,0,0.0475
Barretos,BARRETOS,Brasil,310,0.1981,29.9565,1932.7163,4.8524,84.757,1.077188915,2.85142269,1013.7285,205.9390154,3.276321353,3,0.903,1,0.999947504,-20.51424574,-48.65195312,14.0,2426.029,115428,67.15753165,67.95470601,4.536229271,9.373680731,0,0,0.0484
Bauru,BAURU,Brasil,261,0.3911,309.6988,3146.5811,5.505,66.8714,1.034965089,15.17975599,2869.531428,107.5863448,3.278663004,3,1.0,3,0.996105268,-22.2539919,-49.12613464,14.6,6567.9345,354144,73.07858857,70.05285442,5.22848,8.512373593,0,0,0.0537
Belem,AINDEUA,Brasil,200,1.0499,1814.7062,5718.009,4.5371,60.5106,1.031346422,34.47610207,5545.990686,93.04854753,2.836166543,4,0.992,3,0.795802931,-1.33403255,-48.38357284,39.64,6045.4,475547,73.32460349,75.09474015,8.684502311,15.91771572,0,0,0.1459
Belem,BEL1M,Brasil,591,0.5581,1062.1294,8643.796,6.9204,61.6916,1.039545334,11.97970773,2219.530086,108.3954269,2.870077966,3,1.0,5,0.99999999,-1.240710706,-48.45991343,36.23,13013.1699,1403929,75.10494498,75.86276615,8.120631503,13.88622405,1,0,0.236
Belem,BENEVIDES,Brasil,290,1.544,13.237,235.8323,3.7853,75.2559,1.030470243,5.9759479,1668.09779,157.5538699,2.711111111,1,1.0,2,0.999710839,-1.339617611,-48.27562032,52.32,1054.266,52041,60.42371202,66.83032411,11.2284826,21.31769161,0,0,0.0163
Belem,MARITUBA,Brasil,158,1.5293,181.2542,1107.5936,5.6361,63.158,1.037048945,14.85981931,3319.405848,133.7001547,2.833242507,3,0.997,3,0.999760923,-1.397487283,-48.31982805,47.25,1690.7422,109064,66.04750626,68.45625595,11.59571713,21.73890731,0,0,0.0474
Belem,SANTA B,Brasil,99,0.356,0.4878,52.4987,2.939,106.5846,1.093997703,1.053472221,413.201861,224.2391792,2.67357513,2,0.952,6,0.999707471,-1.194335572,-48.25051696,67.5,258.39,17271,50.57398372,60.33629022,15.16400056,23.99452869,0,0,0.0215
Belem,SANTA ISABEL DO PAR,Brasil,268,0.3736,5.6716,396.4079,3.9737,138.3793,1.059676202,1.421468174,505.4440818,208.9127715,2.853084416,3,0.994,1,0.999999889,-1.365206765,-48.12930742,55.35,1026.3596,59915,54.90814583,61.59914734,8.00815561,19.76422141,0,0,0.0096
Belo Horizonte,BELO HORIZONTE,Brasil,229,0.691,18888.5596,24544.8484,6.4738,60.3356,1.037989528,85.40550207,15003.27593,103.7176404,3.10561913,1,1.0,5,1.0,-19.9027393,-43.95988351,16.13,25501.8522,2440284,75.28654283,72.44467995,5.488653345,8.415105269,1,1,0.1803
Belo Horizonte,BETIM,Brasil,435,1.2688,699.4723,3766.7977,5.3916,65.3383,1.072718822,23.35621499,5214.547672,132.0959438,2.922953623,4,0.869,3,0.941276508,-19.94767357,-44.19926717,25.66,6366.6165,388457,64.17542376,61.60747383,6.957566113,14.87118719,0,0,0.0572
Belo Horizonte,CONFINS,Brasil,60,1.4166,3.1408,69.0044,3.2719,102.6033,1.070736817,6.928839037,2307.439436,206.3882182,2.741666667,1,0.772,6,0.99632509,-19.64212663,-43.97496043,22.58,192.78,6099,62.82913138,61.06235697,5.170167196,15.87080515,0,0,0.0134
Belo Horizonte,CONTAGEM,Brasil,278,1.4236,1277.8511,3179.0896,4.9236,65.4041,1.044125202,44.67607481,8745.107749,117.5192278,3.01089613,4,1.0,3,0.998674185,-19.88735385,-44.08392905,20.81,7849.3578,619990,66.7578344,65.38012614,5.388553867,11.54648702,0,1,0.1303
Belo Horizonte,ESMERALDAS,Brasil,711,0.7812,0.6705,38.8131,2.7744,99.11,1.128374568,2.912200471,1081.841733,219.8068863,2.752337858,2,0.997,1,0.999715238,-19.73299543,-44.30746817,37.64,1572.3054,61924,42.89891514,45.13336028,5.826797291,14.94585616,0,0,0.0116
Belo Horizonte,IBIRIT6,Brasil,119,1.6398,21.6271,121.2358,3.8002,75.6977,1.078918094,31.72145666,6076.938228,114.8438517,2.811428571,4,0.948,2,0.999988118,-20.02353908,-44.06854252,31.5,1294.5653,163313,54.47184561,50.85775787,5.299372078,13.38955655,0,0,0.0333
Belo Horizonte,IGARAP1,Brasil,154,1.3967,20.4806,264.2459,3.273,77.4276,1.064439334,17.3688059,4694.567189,156.106511,2.832634228,3,0.789,2,0.999979818,-20.05878425,-44.32130577,30.72,854.546,35807,50.14803744,52.04000309,4.168389773,14.58665715,0,0,0.006
Belo Horizonte,JUATUBA,Brasil,163,1.6379,15.9909,181.993,3.7617,71.595,1.076800129,14.70158595,3960.158239,157.3014977,2.861894025,3,0.877,2,0.999661323,-19.95500633,-44.3555012,38.07,874.4461,22811,59.16590751,53.49838562,6.486115341,16.57529243,0,0,0.0042
Belo Horizonte,LAGOA SANTA,Brasil,190,0.829,88.5352,954.4578,4.8058,70.4673,1.076043262,8.313685941,2163.303034,152.1397885,2.898499559,1,0.992,1,0.841758687,-19.628365,-43.88579673,19.13,2125.986,53960,68.0792482,66.76016665,4.455224006,9.454182228,0,0,0.0457
Belo Horizonte,M1RIO CAMPOS,Brasil,59,1.6767,4.7149,63.0243,2.8909,73.5533,1.092259578,10.48681537,3012.134497,164.448396,2.679012346,2,0.931,2,0.553129651,-20.07667492,-44.17607312,33.37,263.2521,13554,47.13697035,49.78709575,6.504194124,14.34570326,0,0,0.029
Belo Horizonte,MATEUS LEME,Brasil,204,0.6741,8.3449,301.2606,4.8425,75.4855,1.08681174,5.583759681,1812.237765,189.81726,2.929252383,1,0.988,2,0.919101034,-20.02749337,-44.4371779,37.86,838.2564,28620,51.72523704,52.74538803,4.442286597,15.6217799,0,0,0.0072
Belo Horizonte,MATOZINHOS,Brasil,80,0.3173,15.1282,488.2648,4.4983,71.4323,1.058590428,4.436105963,1016.968779,134.0457855,3.03359375,1,0.999,2,0.930789919,-19.52375751,-44.0514313,25.04,781.2,34886,57.52560758,58.08529466,7.450011989,17.01594342,0,0,0.0229
Belo Horizonte,NOVA LIMA,Brasil,445,1.0372,6.7056,120.117,3.2118,73.1256,1.185711651,7.274410035,2171.64438,177.7259541,2.814009662,2,0.596,1,0.961687166,-20.0741477,-43.90394629,15.29,2395.079,83219,73.12748224,68.50409646,4.471025344,7.14534775,0,0,0.0328
Belo Horizonte,PEDRO LEOPOLDO,Brasil,231,0.7886,6.3143,183.28,4.0568,72.7839,1.084634506,5.50469899,1466.445235,159.2889943,2.908850026,1,0.991,2,0.946934553,-19.63988876,-44.0527929,21.86,1009.1697,60351,60.90518439,65.06607558,6.306807797,13.21527024,0,0,0.0141
Belo Horizonte,RIBEIR6O DAS NEVES,Brasil,197,1.2665,267.8769,1064.5476,5.0373,62.52,1.058641818,31.74937176,6598.759715,125.0258258,2.951387661,4,0.998,3,0.999689133,-19.77956057,-44.07206968,32.25,3914.193,304443,53.4424003,52.31824953,5.977354709,12.77002769,0,0,0.0416
Belo Horizonte,SABAR0,Brasil,196,0.6488,5.5829,134.3268,3.1087,89.4177,1.140521827,6.670175885,1986.333478,175.4373835,2.748721982,2,0.768,6,0.907510481,-19.85138809,-43.7791816,28.67,1255.4976,129732,62.41087177,60.5514017,6.496634049,10.49935607,0,0,0.0409
Belo Horizonte,SANTA LUZIA,Brasil,245,1.0412,91.8097,773.242,4.2997,78.2561,1.0915844,14.56345274,3254.694257,134.6216708,2.94213612,3,0.98,1,0.972712758,-19.74477425,-43.8365143,28.78,2793.882,208507,59.20936228,57.29024911,5.124087599,11.43821762,0,0,0.0566
Belo Horizonte,S1O JOAQUIM DE BICAS,Brasil,121,1.6912,12.1936,185.8028,4.3534,91.2492,1.063445408,19.99281693,5068.931823,147.9655604,2.89553105,3,0.596,2,0.999996275,-20.07104263,-44.24894,34.84,469.5284,26237,52.05431938,47.20807589,6.876143201,16.01102301,0,0,0.0065
Belo Horizonte,S1O JOS,Brasil,99,2.0657,11.0329,110.2297,3.5586,69.2843,1.071503878,11.58176806,3284.460011,171.0730434,2.744525547,3,0.623,2,0.999321679,-19.69689065,-43.99039926,30.54,479.7045,20342,58.81850728,56.31676551,5.930133624,11.51942108,0,0,0.0106
Belo Horizonte,SARZEDO,Brasil,90,1.4489,9.0272,108.619,3.847,77.169,1.086467135,12.80931665,3070.682015,140.909653,2.941747573,3,0.988,2,0.998911931,-20.05914463,-44.1210433,25.49,516.24,26522,64.27461079,58.44933802,6.132467949,14.77212511,0,0,0.0198
Belo Horizonte,VESPASIANO,Brasil,140,1.9658,145.5513,616.946,3.7953,66.5517,1.081268869,26.24566527,6136.525444,141.6282667,2.934792734,4,0.955,3,0.999130519,-19.73089697,-43.94478321,30.39,1680.21,107393,54.12121941,53.44057762,6.456943526,11.48360382,0,0,0.016
Bento Goncalves,BENTO GONCALVES,Brasil,211,0.5528,35.9973,741.8443,3.799,82.6391,1.19170371,6.073355701,2179.74696,202.4537709,2.702808622,2,0.908,1,0.892825416,-29.11699277,-51.52772502,6.74,1852.2846,110539,69.74149118,66.65258797,3.159903233,6.067941358,0,0,0.1099
Bento Goncalves,CARLOS BARBOSA,Brasil,104,0.4552,5.8412,254.674,4.3763,86.5658,1.19128394,3.433972328,1784.547587,301.5489285,2.813265306,2,0.965,2,0.948867409,-29.32200917,-51.50438319,2.15,523.9832,25958,65.18735573,63.76952924,4.658158855,7.076753336,0,0,0.0127
Bento Goncalves,GARIBALDI,Brasil,153,0.9044,21.4909,429.9897,3.6991,88.9654,1.139411106,5.705572925,1972.355827,196.4650941,2.899747262,1,0.845,2,0.982655245,-29.24168896,-51.58149552,4.41,845.5545,31622,63.47166364,65.12183612,2.165500579,6.37773176,0,0,0.0297
Birigui,BIRIGUI,Brasil,147,0.277,61.6214,1509.4156,3.7869,77.9661,1.018083989,6.732177448,1411.390852,118.7413095,3.314196242,1,1.0,1,0.999876591,-21.26155248,-50.35088072,11.11,2166.2067,111955,66.69576193,64.18367692,3.70797405,4.883060218,0,0,0.0216
Blumenau,BLUMENAU,Brasil,705,1.3601,545.875,3588.7131,8.8932,65.1808,1.097259936,11.80068343,2979.437727,138.1231856,2.316699249,2,0.971,5,0.999979928,-26.885005,-49.09702501,5.91,7884.72,314104,71.82809909,66.58853438,2.503736115,3.932791264,0,0,0.1712
Blumenau,GASPAR,Brasil,344,0.8897,9.0186,237.5626,4.368,97.1471,1.113554063,3.337507439,1422.87976,233.0340629,2.343459089,2,0.993,1,0.965785237,-26.93101199,-48.96580977,10.0,1467.8136,58937,59.65943058,55.01858848,2.425233873,3.600747315,0,0,0.0903
Blumenau,INDAIAL,Brasil,239,0.5549,12.9908,440.4936,6.3705,72.422,1.118305295,2.554928295,1038.384038,225.4510341,2.369757826,2,0.999,1,0.884752179,-26.99435086,-49.22410522,6.11,1270.2611,55758,62.4542288,55.84336839,3.171799221,5.258524562,0,0,0.0924
Blumenau,POMERODE,Brasil,230,1.0713,6.3099,189.7602,5.2377,93.0649,1.121868798,3.752514729,1698.568301,246.5940977,2.32120743,2,0.991,2,0.850824865,-26.72858962,-49.17330244,4.71,713.874,28217,59.07331964,52.59126829,5.388341659,6.578230188,0,0,0.0957
