date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
17.0,11,372,77,4651,0.063508101,-0.028339054,5100,0.072941177,0.015098039,0.91196078,0.088039219,Restaurants and Hotels,Restaurants & Hotels,01-06-1989,1989-06-01,1989.0,6.0,2.0
18.0,1,2098,1391,6150,0.070238113,-0.075871378,9639,0.21765743,0.14430958,0.63803297,0.36196703,Food and non-alcoholic beverages,Food & drink,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,6,38,15,385,0.095693804,-0.056179788,438,0.086757988,0.034246575,0.87899542,0.12100457,Health,Health,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,11,623,152,4174,0.056618802,-0.045983132,4949,0.12588401,0.030713275,0.84340268,0.15659729,Restaurants and Hotels,Restaurants & Hotels,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,12,187,117,1617,0.081235029,-0.075056985,1921,0.097345136,0.060905777,0.84174907,0.15825091,Miscellaneous goods and services,Misc,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,3,501,741,4832,0.11589544,-0.16680567,6074,0.08248271,0.12199539,0.79552191,0.2044781,Clothing and footwear,Clothing and footwear,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,4,126,107,1118,0.065822564,-0.062578224,1351,0.093264252,0.079200596,0.82753515,0.17246485,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,9,240,136,2455,0.093757629,-0.083598658,2831,0.084775701,0.048039563,0.86718476,0.13281527,Recreation and culture,Recreation & culture,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,8,5,13,67,0.20008004,-0.15473443,85,0.05882353,0.15294118,0.78823531,0.21176471,Communication,Communication,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,2,506,389,2809,0.025673917,-0.029211104,3704,0.13660908,0.1050216,0.75836933,0.24163067,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,5,479,485,3237,0.088193968,-0.097235337,4201,0.11402047,0.11544871,0.77053082,0.22946918,"Furnishings, household equipment and maintenance",Household,01-07-1989,1989-07-01,1989.0,7.0,3.0
18.0,7,189,386,1532,0.064332411,-0.041841004,2107,0.089700997,0.18319885,0.72710013,0.27289987,Transport,Transport,01-07-1989,1989-07-01,1989.0,7.0,3.0
19.0,1,1570,1200,6910,0.066666603,-0.0666667,9680,0.16219008,0.12396694,0.71384299,0.28615701,Food and non-alcoholic beverages,Food & drink,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,9,169,100,2600,0.094108507,-0.09091185,2869,0.058905542,0.034855351,0.90623909,0.093760893,Recreation and culture,Recreation & culture,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,5,393,221,3595,0.090201125,-0.082658701,4209,0.093371347,0.052506533,0.8541221,0.14587788,"Furnishings, household equipment and maintenance",Household,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,2,352,332,2989,0.025020868,-0.026315765,3673,0.095834471,0.090389326,0.8137762,0.1862238,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,7,173,477,1475,0.055555556,-0.055555556,2125,0.081411764,0.22447059,0.69411767,0.30588233,Transport,Transport,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,4,379,29,932,0.099732019,-0.060344771,1340,0.28283581,0.021641791,0.69552237,0.3044776,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,3,559,286,5267,0.14147964,-0.14789465,6112,0.091459423,0.046793193,0.86174738,0.13825262,Clothing and footwear,Clothing and footwear,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,11,792,82,4137,0.05882347,-0.056504514,5011,0.15805228,0.016363999,0.8255837,0.17441627,Restaurants and Hotels,Restaurants & Hotels,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,6,38,9,412,0.058123313,-0.090143532,459,0.082788669,0.019607844,0.89760351,0.10239651,Health,Health,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,8,10,4,69,0.16608764,-0.08685708,83,0.12048193,0.048192769,0.83132529,0.16867471,Communication,Communication,01-08-1989,1989-08-01,1989.0,8.0,3.0
19.0,12,130,75,1725,0.08341071,-0.062500015,1930,0.06735751,0.038860105,0.89378238,0.10621762,Miscellaneous goods and services,Misc,01-08-1989,1989-08-01,1989.0,8.0,3.0
20.0,2,810,214,2600,0.028070578,-0.023557104,3624,0.22350994,0.059050772,0.71743929,0.28256071,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,1,1659,1101,6689,0.071428575,-0.058954559,9449,0.17557414,0.11652026,0.70790559,0.29209441,Food and non-alcoholic beverages,Food & drink,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,9,122,103,2558,0.078811362,-0.058449253,2783,0.043837585,0.03701042,0.91915202,0.080848008,Recreation and culture,Recreation & culture,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,3,637,184,4782,0.13528238,-0.099999987,5603,0.11368909,0.032839552,0.85347134,0.14652865,Clothing and footwear,Clothing and footwear,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,4,104,42,1151,0.082474247,-0.077519305,1297,0.080185041,0.032382421,0.88743252,0.11256746,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,12,152,73,1693,0.075934425,-0.044651456,1918,0.079249218,0.038060479,0.88269031,0.1173097,Miscellaneous goods and services,Misc,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,6,42,10,400,0.063725546,-0.064325832,452,0.092920355,0.022123894,0.88495576,0.11504425,Health,Health,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,8,2,4,76,0.075639717,-0.09099187,82,0.024390243,0.048780486,0.92682928,0.073170729,Communication,Communication,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,11,432,122,4452,0.066666603,-0.033333398,5006,0.086296447,0.024370756,0.88933277,0.1106672,Restaurants and Hotels,Restaurants & Hotels,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,7,383,114,1686,0.078431375,-0.045067489,2183,0.17544663,0.052221712,0.77233166,0.22766834,Transport,Transport,01-09-1989,1989-09-01,1989.0,9.0,3.0
20.0,5,374,223,3575,0.085148446,-0.071454093,4172,0.089645252,0.053451583,0.85690314,0.14309683,"Furnishings, household equipment and maintenance",Household,01-09-1989,1989-09-01,1989.0,9.0,3.0
21.0,9,179,94,2482,0.079545446,-0.069052391,2755,0.064972773,0.034119781,0.90090746,0.099092558,Recreation and culture,Recreation & culture,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,5,459,207,3522,0.083189182,-0.06886331,4188,0.10959885,0.049426936,0.84097421,0.15902579,"Furnishings, household equipment and maintenance",Household,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,8,6,3,76,0.085789859,-0.09099181,85,0.070588239,0.035294119,0.89411765,0.10588236,Communication,Communication,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,6,42,3,394,0.057471279,-0.018018,439,0.095671982,0.006833713,0.89749432,0.10250569,Health,Health,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,4,128,46,1135,0.064390667,-0.035629477,1309,0.097784571,0.03514133,0.86707413,0.1329259,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,2,1215,179,2135,0.02777775,-0.032258034,3529,0.34429017,0.050722584,0.60498726,0.39501274,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,12,182,59,1617,0.065217361,-0.067770109,1858,0.097954787,0.031754576,0.87029064,0.12970936,Miscellaneous goods and services,Misc,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,3,589,198,4777,0.10555555,-0.093781382,5564,0.10585909,0.03558591,0.85855502,0.14144501,Clothing and footwear,Clothing and footwear,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,1,1904,985,6430,0.06666667,-0.06818182,9319,0.20431377,0.10569803,0.6899882,0.3100118,Food and non-alcoholic beverages,Food & drink,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,11,635,82,4176,0.06329108,-0.039682504,4893,0.12977724,0.016758636,0.85346413,0.14653587,Restaurants and Hotels,Restaurants & Hotels,01-10-1989,1989-10-01,1989.0,10.0,4.0
21.0,7,438,125,1624,0.043110721,-0.064969286,2187,0.20027435,0.057155922,0.74256974,0.25743026,Transport,Transport,01-10-1989,1989-10-01,1989.0,10.0,4.0
22.0,4,332,25,925,0.047619049,-0.084000014,1282,0.25897035,0.019500781,0.72152889,0.27847114,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,8,8,3,75,0.11811522,-0.09099181,86,0.093023255,0.034883723,0.87209302,0.12790698,Communication,Communication,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,1,1682,993,7016,0.06250003,-0.065339372,9691,0.17356309,0.1024662,0.72397071,0.27602929,Food and non-alcoholic beverages,Food & drink,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,3,444,193,5139,0.090909101,-0.10109132,5776,0.076869808,0.033414129,0.88971609,0.11028394,Clothing and footwear,Clothing and footwear,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,5,406,189,3682,0.08497566,-0.071994655,4277,0.09492635,0.044189852,0.86088377,0.1391162,"Furnishings, household equipment and maintenance",Household,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,2,531,470,2573,0.027619064,-0.036363602,3574,0.14857303,0.13150531,0.71992165,0.28007835,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,7,293,178,1718,0.078787878,-0.053090438,2189,0.13385107,0.081315666,0.78483325,0.21516673,Transport,Transport,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,11,378,43,4539,0.049533807,-0.042058855,4960,0.076209679,0.008669355,0.91512096,0.084879033,Restaurants and Hotels,Restaurants & Hotels,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,6,34,10,399,0.063049391,-0.028910682,443,0.076749437,0.022573363,0.9006772,0.099322796,Health,Health,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,12,227,37,1617,0.077166513,-0.063264973,1881,0.12068049,0.019670388,0.85964912,0.14035088,Miscellaneous goods and services,Misc,01-11-1989,1989-11-01,1989.0,11.0,4.0
22.0,9,203,89,2516,0.10922281,-0.066688895,2808,0.072293445,0.031695157,0.89601141,0.1039886,Recreation and culture,Recreation & culture,01-11-1989,1989-11-01,1989.0,11.0,4.0
23.0,9,160,93,2623,0.076923095,-0.087197319,2876,0.055632822,0.032336578,0.91203058,0.0879694,Recreation and culture,Recreation & culture,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,5,294,178,3898,0.084389485,-0.076543562,4370,0.067276888,0.040732265,0.89199084,0.10800915,"Furnishings, household equipment and maintenance",Household,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,3,392,220,5460,0.11123471,-0.11239118,6072,0.064558633,0.036231883,0.8992095,0.10079052,Clothing and footwear,Clothing and footwear,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,12,157,54,1715,0.063079759,-0.074074075,1926,0.081516095,0.028037382,0.89044654,0.10955348,Miscellaneous goods and services,Misc,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,11,485,59,4436,0.062500037,-0.027027002,4980,0.097389556,0.01184739,0.89076304,0.10923695,Restaurants and Hotels,Restaurants & Hotels,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,2,232,547,2872,0.021327067,-0.034782577,3651,0.063544236,0.14982197,0.78663379,0.21336621,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,4,126,25,1150,0.07142859,-0.087649412,1301,0.096848577,0.019215988,0.88393545,0.11606456,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,1,1712,885,7231,0.062870294,-0.075125352,9828,0.17419617,0.090048842,0.73575497,0.264245,Food and non-alcoholic beverages,Food & drink,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,6,19,7,425,0.043659538,-0.045617431,451,0.042128604,0.015521064,0.94235033,0.057649668,Health,Health,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,7,231,328,1720,0.068965517,-0.040816385,2279,0.10136025,0.14392278,0.75471699,0.24528302,Transport,Transport,01-12-1989,1989-12-01,1989.0,12.0,4.0
23.0,8,1,3,84,0.10003341,-0.15007503,88,0.011363637,0.03409091,0.95454544,0.045454547,Communication,Communication,01-12-1989,1989-12-01,1989.0,12.0,4.0
24.0,6,72,5,310,0.072831593,-0.093152121,387,0.18604651,0.012919896,0.80103362,0.19896641,Health,Health,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,2,761,197,2428,0.037735812,-0.033557016,3386,0.22474897,0.058180746,0.71707028,0.28292972,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,3,601,857,3939,0.10888883,-0.1668753,5397,0.11135816,0.15879191,0.72984993,0.27015007,Clothing and footwear,Clothing and footwear,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,7,725,104,1131,0.078527749,-0.060007282,1960,0.36989796,0.053061225,0.57704079,0.42295918,Transport,Transport,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,12,185,97,1516,0.077519402,-0.092537105,1798,0.1028921,0.053948831,0.84315908,0.15684094,Miscellaneous goods and services,Misc,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,5,411,537,2885,0.095102035,-0.09046562,3833,0.10722671,0.14009914,0.75267416,0.24732585,"Furnishings, household equipment and maintenance",Household,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,1,1955,1001,6176,0.074947812,-0.066451773,9132,0.21408235,0.10961454,0.67630309,0.32369688,Food and non-alcoholic beverages,Food & drink,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,8,8,3,61,0.13897851,-0.13942629,72,0.11111111,0.041666668,0.84722221,0.15277778,Communication,Communication,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,4,145,40,976,0.072709844,-0.047082812,1161,0.12489233,0.034453057,0.84065461,0.15934539,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,9,258,177,2113,0.082534723,-0.087197319,2548,0.10125589,0.069466248,0.82927787,0.17072213,Recreation and culture,Recreation & culture,01-01-1990,1990-01-01,1990.0,1.0,1.0
24.0,11,574,134,3865,0.058823559,-0.04374782,4573,0.12551935,0.029302428,0.84517825,0.15482178,Restaurants and Hotels,Restaurants & Hotels,01-01-1990,1990-01-01,1990.0,1.0,1.0
25.0,5,490,192,3424,0.084806822,-0.080321282,4106,0.11933755,0.046760838,0.83390158,0.16609839,"Furnishings, household equipment and maintenance",Household,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,9,210,91,2354,0.085141942,-0.081140347,2655,0.079096042,0.034274954,0.88662899,0.113371,Recreation and culture,Recreation & culture,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,11,518,83,4349,0.054093581,-0.055301316,4950,0.10464647,0.016767677,0.87858588,0.12141414,Restaurants and Hotels,Restaurants & Hotels,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,1,1951,1022,6848,0.07294897,-0.07168553,9821,0.19865595,0.10406272,0.69728136,0.30271867,Food and non-alcoholic beverages,Food & drink,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,12,226,53,1635,0.079999991,-0.071700066,1914,0.11807732,0.027690699,0.85423195,0.14576802,Miscellaneous goods and services,Misc,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,6,38,1,367,0.048524037,-0.05649719,406,0.093596056,0.0024630541,0.90394092,0.096059114,Health,Health,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,7,229,267,1567,0.072054878,-0.051362775,2063,0.11100339,0.12942317,0.75957346,0.24042657,Transport,Transport,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,2,773,189,2731,0.042767316,-0.025031267,3693,0.20931493,0.051177904,0.7395072,0.26049283,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,3,809,218,4917,0.14851305,-0.12082431,5944,0.13610363,0.036675639,0.82722074,0.17277926,Clothing and footwear,Clothing and footwear,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,4,94,29,1123,0.086108528,-0.067114107,1246,0.075441413,0.023274478,0.9012841,0.098715886,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-1990,1990-02-01,1990.0,2.0,1.0
25.0,8,7,6,70,0.11123471,-0.064126074,83,0.084337346,0.072289154,0.84337348,0.15662649,Communication,Communication,01-02-1990,1990-02-01,1990.0,2.0,1.0
26.0,9,250,98,2673,0.093497887,-0.083645828,3021,0.082754053,0.03243959,0.88480633,0.11519364,Recreation and culture,Recreation & culture,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,12,217,57,1942,0.077220075,-0.045378156,2216,0.097924188,0.025722021,0.8763538,0.12364621,Miscellaneous goods and services,Misc,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,3,633,337,5536,0.11245758,-0.12515645,6506,0.097294807,0.05179834,0.85090685,0.14909315,Clothing and footwear,Clothing and footwear,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,5,616,230,3726,0.082636289,-0.085130796,4572,0.13473316,0.050306212,0.81496066,0.18503937,"Furnishings, household equipment and maintenance",Household,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,6,88,17,476,0.068306416,-0.021739174,581,0.151463,0.029259896,0.81927711,0.18072289,Health,Health,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,4,120,31,1267,0.077519402,-0.062500022,1418,0.084626235,0.021861777,0.89351201,0.10648801,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,11,676,101,5125,0.065028824,-0.047619004,5902,0.11453745,0.017112844,0.86834973,0.1316503,Restaurants and Hotels,Restaurants & Hotels,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,1,1976,995,7932,0.060200691,-0.060606092,10903,0.18123452,0.091259286,0.72750622,0.27249381,Food and non-alcoholic beverages,Food & drink,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,8,6,8,140,0.063102588,-0.083402857,154,0.038961038,0.051948052,0.90909094,0.090909094,Communication,Communication,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,7,292,234,1753,0.068548419,-0.071428575,2279,0.12812637,0.10267662,0.76919699,0.23080298,Transport,Transport,01-03-1990,1990-03-01,1990.0,3.0,1.0
26.0,2,536,204,3181,0.0361882,-0.022044867,3921,0.13669983,0.052027542,0.81127262,0.18872736,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-1990,1990-03-01,1990.0,3.0,1.0
27.0,7,1015,64,1170,0.077820443,-0.09060289,2249,0.45131171,0.028457092,0.52023119,0.47976881,Transport,Transport,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,11,2547,75,3128,0.064583361,-0.055621825,5750,0.44295651,0.013043478,0.54400003,0.45599997,Restaurants and Hotels,Restaurants & Hotels,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,8,8,6,135,0.071119934,-0.097722672,149,0.053691275,0.040268455,0.90604025,0.093959734,Communication,Communication,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,9,289,93,2616,0.088327691,-0.091713764,2998,0.096397601,0.03102068,0.87258172,0.12741828,Recreation and culture,Recreation & culture,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,1,2308,1151,7629,0.069696933,-0.076119736,11088,0.20815296,0.10380591,0.68804115,0.31195888,Food and non-alcoholic beverages,Food & drink,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,3,601,242,5575,0.11187986,-0.1177163,6418,0.093642883,0.03770645,0.86865067,0.13134933,Clothing and footwear,Clothing and footwear,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,4,121,35,1280,0.07272727,-0.062695935,1436,0.084261842,0.024373259,0.89136493,0.1086351,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,2,2080,155,1560,0.058550015,-0.037892386,3795,0.54808956,0.040843215,0.41106719,0.58893275,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,12,255,75,1876,0.065265618,-0.082353003,2206,0.11559384,0.033998188,0.85040796,0.14959203,Miscellaneous goods and services,Misc,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,6,99,4,475,0.083363876,-0.042735003,578,0.17128028,0.0069204154,0.82179928,0.17820069,Health,Health,01-04-1990,1990-04-01,1990.0,4.0,2.0
27.0,5,494,271,3804,0.080419555,-0.084327959,4569,0.10811994,0.059312761,0.83256727,0.1674327,"Furnishings, household equipment and maintenance",Household,01-04-1990,1990-04-01,1990.0,4.0,2.0
28.0,12,233,130,1853,0.082575738,-0.08397948,2216,0.1051444,0.058664259,0.83619136,0.16380866,Miscellaneous goods and services,Misc,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,5,639,278,3739,0.075322226,-0.085827574,4656,0.13724227,0.059707902,0.8030498,0.19695017,"Furnishings, household equipment and maintenance",Household,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,9,235,105,2688,0.089199275,-0.067496963,3028,0.07760898,0.034676354,0.88771468,0.11228533,Recreation and culture,Recreation & culture,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,4,136,335,950,0.10101012,-0.079238512,1421,0.095707245,0.23574947,0.66854328,0.33145672,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,2,1453,144,2160,0.0616333,-0.022666201,3757,0.38674474,0.038328454,0.57492679,0.42507321,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,1,2998,1158,7223,0.076923124,-0.061728422,11379,0.26346779,0.10176641,0.6347658,0.3652342,Food and non-alcoholic beverages,Food & drink,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,3,651,326,5598,0.10714284,-0.11156498,6575,0.099011406,0.049581748,0.85140687,0.14859316,Clothing and footwear,Clothing and footwear,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,11,722,140,4782,0.061862223,-0.042553216,5644,0.12792346,0.024805102,0.84727144,0.15272856,Restaurants and Hotels,Restaurants & Hotels,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,7,364,413,1547,0.071428575,-0.045287129,2324,0.15662651,0.17771085,0.66566265,0.33433735,Transport,Transport,01-05-1990,1990-05-01,1990.0,5.0,2.0
28.0,6,63,14,522,0.094285712,-0.079999998,599,0.10517529,0.023372287,0.87145239,0.12854758,Health,Health,01-05-1990,1990-05-01,1990.0,5.0,2.0
